Movie,Years,Duration,Genre,Rating,,Actor_1,Actor_2,Actor_3,Actor_4
Rajput,1951,120 min,"Action, Drama",6.4,10,Lekhraj Bhakri,Paidi Jairaj,Suraiya,Kuldip Kaur
Ram Janma,1951,,,,,Nanabhai Bhatt,Trilok Kapoor,Nirupa Roy,Shobhna Samarth
Ratnadeep,1951,,"Drama, Romance",6.6,10,Debaki Bose,Abhi Bhattacharya,Chhayadevi,Manju Dey
Riding Hero,1951,,,,,Chandrakant,,,
Saagar,1951,,Romance,,,Paidi Jairaj,Bharat Bhushan,Nargis,K.N. Singh
Sabz Baag,1951,,,,,Chand Burke,Suraiya Chowdhary,Kamal Kapoor,Nimmi
Sagai,1951,129 min,Drama,6.1,10,Harnam Singh Rawail,Prem Nath,Rehana,Hiralal
Saiyan,1951,,"Drama, Family, Romance",6.9,21,M. Sadiq,Madhubala,Ajit,Sajjan
Sanam,1951,,"Comedy, Drama, Romance",6.7,17,Nandlal Jaswantlal,Dev Anand,Suraiya,Meena Kumari
Sarkar,1951,,,,,K. Amarnath,Ajit,Cuckoo,Hiralal
Saudagar,1951,,,,,M.I. Dharamsey,Balam,Suraiya Chowdhary,Nasir Khan
Sazaa,1951,111 min,"Drama, Family",6.2,36,Fali Mistry,Dev Anand,Nimmi,Shyama
Shabistan,1951,,"Drama, Family",,,Bibhuti Mitra,Shyam,Naseem Banu,Murad
Shayun,1951,,,,,Kamal Kapoor,,,
Shokhiyan,1951,,Romance,,,Kidar Nath Sharma,Suraiya,Prem Nath,Jeevan
Shri Ganesh Janma,1951,,Fantasy,,,Jayant Desai,Jeevan,Trilok Kapoor,Nirupa Roy
Shri Vishnu Bhagwan,1951,,Fantasy,,,Raja Nene,Jankidas,Trilok Kapoor,Usha Kiran
Shrikrishna Satyabhama,1951,,,,,Raja Paranjpe,,,
Simba,1951,,"Action, Adventure",,,Mohammed Hussain,,,
Stage,1951,,,,,Vijay Mhatre,Dev Anand,Cuckoo,Gulab
Tarana,1951,,"Drama, Romance",7.1,135,Ram Daryani,Madhubala,Dilip Kumar,Shyama
That's Life,1951,,"Drama, Family",7,6,S.S. Vasan,M.K. Radha,Pushpavalli,Swaraj
Toofan,1951,,,,,Pratima Devi,Abdula Kabuli,Pran,Sajjan
Aadhi Raat,1950,115 min,"Drama, Romance",6.7,9,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur
Aahuti,1950,,,,,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
Aankhen,1950,,"Drama, Family",7.2,6,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
Achchhaji,1950,,Comedy,,,S.H. Tharani,Master Bhagwan,Baburao Pahelwan,Naaz
Actor,1950,,Comedy,,,Ranjibhai Arya,Ramola,Master Bhagwan,Indurani
Afsar,1950,121 min,"Comedy, Romance",7.1,19,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta
Alakh Niranjan,1950,,Fantasy,,,Gunjal,Durga Khote,Nirupa Roy,D.K. Sapru
Anmol Ratan,1950,,"Drama, Family",,,M. Sadiq,Karan Dewan,Meena Kumari,Madan Puri
Apni Chhaya,1950,,,,,P.L. Santoshi,Sulochana Chatterjee,Balwant Singh,Radhakrishan
Arzoo,1950,128 min,"Musical, Romance",7,49,Shaheed Latif,Kamini Kaushal,Dilip Kumar,Shashikala
Babooji,1950,,,,,Master Bhagwan,Master Bhagwan,,
Babul,1950,142 min,Drama,7.3,72,S.U. Sunny,Nargis,Dilip Kumar,Amar
Bachelor Husband,1950,,,,,Noor Mohammad Charlie,Noor Mohammad Charlie,,
Badi Bahen,1950,,,,,Ram Daryani,Suraiya,Rehman,Geeta Bali
Bahurani,1950,,"Drama, Family",,,S.M. Yusuf,David Abraham,Amar,Sulochana Chatterjee
Bakhshish,1950,,,,,Master Bhagwan,,,
Banwra,1950,148 min,Drama,6,6,G. Rakesh,Raj Kapoor,Lalita Pawar,Nimmi
Bawre Nain,1950,138 min,"Drama, Romance",6.9,36,Kidar Nath Sharma,Raj Kapoor,Geeta Bali,Vijayalaxmi
Bebus,1950,,,,,Master Bhagwan,,,
Beqasoor,1950,,Drama,6.7,17,K. Amarnath,Madhubala,Ajit,Pramila
Bhagwan Shri Krishna,1950,,Fantasy,,,Raja Yagnik,Usha Kiran,,
Bhai Bahen,1950,,Musical,,,Ram Daryani,Geeta Bali,Bharat Bhushan,Jeevan
Bhole Bhale,1950,,,,,Master Bhagwan,Master Bhagwan,,
Birha Ki Raat,1950,,"Drama, Romance",7.1,15,Gajanan Jagirdar,Dev Anand,Nargis,
Biwi,1950,,"Drama, Family",,,Kishore Sharma,Al Nasir,Pran,Mumtaz Shanti
Chhoti Bhabbi,1950,,,,,Shanti Kumar,Karan Dewan,Kuldip Kaur,Nargis
Chor,1950,,,,,Anand Prasad Kapoor,Cuckoo,,
Circuswale,1950,,,,,Balwant Bhatt,John Cawas,Sona Chatterjee,Dalpat
Dahej,1950,149 min,Drama,6.3,15,Shantaram Rajaram Vankudre,Mumtaz Begum,Karan Dewan,Jayashree
Dastan,1950,122 min,"Drama, Family, Romance",6.8,61,Abdul Rashid Kardar,Suraiya,Raj Kapoor,Veena
Deewana,1950,,Romance,,,Gyan Mukherjee,,,
Dharti Ke Lal,1950,125 min,"Drama, History",6.4,16,Khwaja Ahmad Abbas,Rashid Ahmed,Hameed Butt,Usha Dutta
Dilruba,1950,123 min,"Crime, Drama, Mystery",7.1,30,Dwarka Khosla,Rehana,Dev Anand,Cuckoo
Dolti Naiya,1950,,,,,Bhudo Advani,Amarnath,Dulari,Mukri
Dushman,1950,,Drama,,,Phani Majumdar,,,
Gauna,1950,,Drama,,,Amiya Chakrabarty,Usha Kiran,Wasti,Anoop Kumar
Gurudakshina,1950,,,,,Gulab,Prem Pal,Krishna Rane,
Hamara Ghar,1950,,,,,Nanabhai Bhatt,Meena Kumari,,
Hamari Beti,1950,,"Drama, Family",7,6,Shobhna Samarth,Shobhna Samarth,Motilal,Nutan
Hanste Aansoo,1950,,Drama,,,K.B. Lall,Madhubala,Motilal,Gope
Hanste Rehna,1950,,"Action, Comedy, Drama",,,Mohammed Hussain,,,
Har Har Mahadev,1950,137 min,Fantasy,6.4,8,Jayant Desai,Nirupa Roy,Trilok Kapoor,Jeevan
Hindustan Hamara,1950,139 min,Documentary,,,Paul Zils,Prithviraj Kapoor,Dev Anand,Prem Nath
Jalte Deep,1950,,,,,Dharam Kumar,Leela Mishra,Nimmi,
Jan Pahchan,1950,114 min,"Drama, Romance",7.1,61,Fali Mistry,Nargis,Raj Kapoor,Jeevan
Janmashtami,1950,,,,,Nanabhai Bhatt,Bharat Bhushan,Jeevan,Shobhna Samarth
Jodidar,1950,,,,,Balwant Bhatt,,,
Jogan,1950,116 min,"Drama, Musical, Romance",7.4,80,Kidar Nath Sharma,Nargis,Dilip Kumar,Pratima Devi
Kamal Ke Phool,1950,,"Drama, Family",,,D.D. Kashyap,Amarnath,Suraiya,Jeevan
Kanjoos,1950,,Drama,,,K. Amarnath,,,
Khamosh Sipahi,1950,,,,,Ram Kamlani,D.N. Madhok,Nigar Sultana,
Khel,1950,,Drama,7.8,11,S.M. Nawab,Dev Anand,Anwar,Hafiz Jehan
Khiladi,1950,,,,,R.C. Talwar,Suraiya,Ashok Kumar,Sunder
Kisi Ki Yaad,1950,,,,,Chaturbhuj Doshi,Bharat Bhushan,Sulochana Chatterjee,Jeevan
Lajawab,1950,,Drama,,,Jagatrai Pesumal Advani,David Abraham,Prem Dhawan,Iftekhar
Lavangi,1950,,,,,Y.V. Rao,Kumari Rukmini,,
Loafer,1950,,Drama,,,Phani Majumdar,,,
Madhubala,1950,,Drama,7.4,16,Prahlad Dutt,Madhubala,Dev Anand,Ram Avtar
Magroor,1950,,,,,R.D. Mathur,Shama Gulnar,Paidi Jairaj,Jillo
Man Ka Meet,1950,,"Drama, Romance",,,Ratilal Hemchand Punatar,Manher Desai,Dulari,Nirupa Roy
Mashaal,1950,136 min,Drama,6.2,5,Nitin Bose,Ashok Kumar,Sumitra Devi,Ruma Guha Thakurta
Meena Bazaar,1950,,Drama,7.9,13,Ravindra Dave,Nargis,,
Meharbani,1950,,,,,K. Amarnath,Ajit,Gope,Indu Pal
Meri Asha,1950,,,,,Murad,,,
Muqaddar,1950,,,,,Iftekhar,Nalini Jaywant,Kishore Kumar,Sajjan
Nai Bhabhi,1950,,,,,S.D. Narang,,,
Nili,1950,,Romance,7.7,9,Ratilal Hemchand Punatar,Suraiya,Shyama,Agha
Nirala,1950,,"Drama, Romance, Thriller",6.6,30,Devendra Mukherjee,Madhubala,Dev Anand,Mazhar Khan
Nirdosh,1950,,,,,Najam Naqvi,K.N. Singh,,
Nishana,1950,,"Drama, Romance",7.5,6,Wajahat Mirza,Madhubala,Ashok Kumar,Shyama
Pagle,1950,,,,,Protima Dasgupta,,,
Pardes,1950,,"Drama, Family",7.8,15,M. Sadiq,Madhubala,Rehman,Karan Dewan
Pehla Aadmi,1950,,"Drama, History",7.1,7,Bimal Roy,Smriti Biswas,Sr. Balraj Vij,Nasir Hussain
Pyaar Ki Manzil,1950,,,,,Keki Mistry,Rehman,,
Pyar,1950,,Drama,8.5,23,V.M. Vyas,Raj Kapoor,W.M. Khan,Nargis
Raj Mukut,1950,,"Action, Adventure, Drama",,,Paidi Jairaj,Nimmi,D.K. Sapru,Veena
Raj Rani,1950,,,,,Cuckoo,Usha Kiran,Rehman,Shashikala
Ram Darshan,1950,,,,,Ramesh Gupta,Bharat Bhushan,Dhalia,Sashi Kapoor
Roti,1950,,Drama,,,Krishan Kumar,,,
Rupaiya,1950,,Drama,,,G.P. Pawar,Manmohan Krishna,Mirajkar,Kumari Naaz
Sabak,1950,,,,,M. Sadiq,Cuckoo,Karan Dewan,Gajanan Jagirdar
Sachcha Pyaar,1950,,,,,Niranjan,Manorama,,
Samadhi,1950,165 min,Drama,6.9,34,Ramesh Saigal,Ashok Kumar,Nalini Jaywant,Kuldip Kaur
Sangeeta,1950,,,,,Mumtaz Ali,Suraiya Chowdhary,Pran,Shyam
Sangram,1950,139 min,Drama,6.7,30,Gyan Mukherjee,Ashok Kumar,Nalini Jaywant,Shashi Kapoor
Sargam,1950,135 min,"Drama, Family",6.9,33,P.L. Santoshi,Raj Kapoor,Rehana,Om Prakash
Sati Narmada,1950,,,,,Ishwarlal,Sulochana Chatterjee,Ishwarlal,Jeevan
Saudamini,1950,,Drama,,,P.C. Joshi,Leela Chitnis,Sona Chatterjee,Cuckoo
Shaan,1950,181 min,"Drama, Family",,,Jayant Desai,Rehman,Suraiya,Amar
Shadi Ki Raat,1950,,Drama,,,Yeshwant Pethkar,Arun,Geeta Bali,Laxmikant Shantaram Kudalkar
Sheesh Mahal,1950,144 min,Drama,7.4,15,Sohrab Modi,Sohrab Modi,Naseem Banu,Pushpa Hans
Shri Ganesh Mahima,1950,,"Drama, Fantasy",,,Homi Wadia,Mahipal,Meena Kumari,Moolchand
Shri Krishna Darshan,1950,,,,,Usha Kiran,,,
Shri Ram Avtar,1950,,,,,W. Garcher,Amarnath,Leela Mishra,Shahu Modak
Surajmukhi,1950,,,,,O.P. Dutta,Rehana,Shyam,Gope
Veer Babruwahan,1950,,,,,Nanabhai Bhatt,Mahesh Bhatt,,
Veer Bhimsen,1950,,,,,Jayant Desai,Trilok Kapoor,Nirupa Roy,
Wafaa,1950,,Drama,,,Jagatrai Pesumal Advani,Karan Dewan,Gope,Bipin Gupta
Aakhri Paigham,1949,,,,,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
Ahinsa Path,1949,,,,,Keshavrao Dhaiber,,,
Aiye,1949,,,,,Lala Yaqoob,Sulochana Chatterjee,Jankidas,Ashraf Khan
Amar Kahani,1949,,Romance,,,Brij Sharma,Jagdish Mehta,Paidi Jairaj,Ranjana
Anaath,1949,,Drama,,,Khwaja Mohammad Abbas,,,
Andaz,1949,148 min,"Musical, Drama, Crime",7.2,498,Mehboob Khan,Nargis,Dilip Kumar,V.H. Desai
Anokhi Sewa,1949,,,,,Chandrika,,,
Anyaya,1949,,Family,,,J.S. Casshyap,,,
Apala,1949,,,,,Ishwarlal,,,
Apradhi,1949,,"Crime, Drama, Thriller",6.3,7,Yeshwant Pethkar,Madhubala,Ram Singh,Leela Pandey
Bachke Rahna,1949,,"Action, Comedy",,,Master Bhagwan,Master Bhagwan,Baburao Pahelwan,Leela Gupte
Balam,1949,,,,,Homi Wadia,Agha,Jayant,Masood
Bansaria,1949,,,,,Ram Narayan Dave,Geeta Bali,Randhir,Ram Singh
Bari Behen,1949,,"Drama, Family",6.1,18,D.D. Kashyap,Suraiya,Rehman,Ulhas
Barsaat,1949,171 min,"Drama, Romance, Musical",7.7,596,Raj Kapoor,Nargis,Raj Kapoor,Prem Nath
Basera,1949,,,,,Inayat,Bhudo Advani,Raj Kiran,
Bazaar,1949,148 min,"Drama, Family",6.8,6,K. Amarnath,Nigar Sultana,Shyam,Gope
Bhakta Pundalik,1949,,,,,Dhirubhai Desai,,,
Bhedi Bungla,1949,,"Comedy, Horror",,,Master Bhagwan,Master Bhagwan,Baburao Pahelwan,Leela Gupte
Bhole Piya,1949,,Comedy,,,Jaswant Jhaveri,Master Bhagwan,Devraj,Leela Gupte
Bholi,1949,137 min,,,,Ram Daryani,Prem Adib,Geeta Bali,Jeevan
Bhool Bhulaiyan,1949,,,,,Taimur Brhramshah,Agha,Laila,Zeb Qureshi
Bigde Dil,1949,,,,,A.M. Khan,Master Bhagwan,,
Billi,1949,,Action,,,Nari Ghadiali,Fearless Nadia,John Cawas,Vitha
Bombay,1949,,,,,C.R. Bajaj,Bhudo Advani,Choudhry,Uday Kumar
Chakori,1949,,Romance,,,Ram Narayan Dave,Bharat Bhushan,Cuckoo,Nalini Jaywant
Chandni Raat,1949,,"Drama, Family",,,M. Ehsan,Naseem Banu,Shyam,Parveen
Char Din,1949,,,,,M. Sadiq,Suraiya,Shyam,Jayant
Dada,1949,,,,,Harish,Shyam,Munawwar Sultana,Sheikh Mukhtar
Darogaji,1949,123 min,"Crime, Drama, Romance",7.7,9,Akhtar Hussein,Nargis,Paidi Jairaj,Rashid Khan
Darpan,1949,,Family,,,Noor Mohammad Charlie,,,
Dawlat,1949,,,,,Sohrab Modi,Jankidas,Madhubala,
Delhi Express,1949,,,,,Balwant Bhatt,Fearless Nadia,,
Dhoom Dham,1949,,,,,Agha,Leela Mishra,Baburao Pahelwan,Urvashi
Dhoomketu,1949,,,,,Fearless Nadia,John Cawas,Sona Chatterjee,Rajni
Dil Ki Basti,1949,,,,,Waheed Qureshi,Masood,Lalita Pawar,Nigar Sultana
Dil Ki Duniya,1949,,"Comedy, Drama, Music",,,Geeta Bali,Mazhar Khan,Madan Puri,
Do Baatein,1949,,,,,Harnam Singh Rawail,Ramola,Maya Banerjee,Narang
Dulari,1949,133 min,"Musical, Romance",6.5,31,Abdul Rashid Kardar,Suresh,Shyam Kumar,Madhubala
Duniya,1949,,"Drama, Family",,,S.F. Hasnain,Karan Dewan,Suraiya,Shakila
Ek Teri Nishani,1949,,,,,Cuckoo,I.S. Johar,Trilok Kapoor,Om Prakash
Ek Thi Larki,1949,164 min,Drama,6.9,18,Roop K. Shorey,Meena Shorey,Motilal,Kuldip Kaur
Garibi,1949,,Musical,,,Geeta Bali,Usha Kiran,Nirupa Roy,
Girdhar Gopal Ki Mira,1949,,,,,Prafulla Roy,Arunadan,Arun Das,Kamala Jharia
Girls' School,1949,154 min,,,,Amiya Chakrabarty,Geeta Bali,Mangla,Sajjan
Grah Laxmi,1949,,,,,Sevak,Manorama,,
Hamari Kismet,1949,,Action,,,Nari Ghadiali,Agha,Prakash,Shanta Patel
Hamari Manzil,1949,,,,,O.P. Dutta,Nirupa Roy,,
Imtihaan,1949,,,,,Mohan Sinha,Surendra,Jugnu,Madhubala
Iran Ki Ek Raat,1949,,,,,P.C. Barua,Chandrabati Devi,Jamuna,
Jai Bhim,1949,,,,,Anant Mane,,,
Janmapatri,1949,,,,,Ajit,Madhubala,Pran,
Jannat,1949,,,7.1,8,Murtaza Changezi,Rehana,Nazir Kashmiri,Munshi Munakka
Jeet,1949,,"Drama, Romance",7,30,Mohan Sinha,Suraiya,Dev Anand,Kanhaiyalal Chaturvedi
Jeete Raho,1949,,,,,C.S. Kumar,Master Bhagwan,,
Jeevan Saathi,1949,,,,,M.D. Baig,Ajit,Sulochana Chatterjee,Jeevan
Jigar,1949,,,2.6,28,Master Bhagwan,Master Bhagwan,,
Jio Raja,1949,,"Action, Comedy",,,Nari Ghadiali,Agha,Prakash,Shanta Patel
Joker,1949,,,,,Balwant Bhatt,Master Bhagwan,,
Kahani,1949,,Drama,,,Nitin Bose,,,
Kamal,1949,,Romance,,,Jeevan,Madan Puri,Lalitha Rao,
Kaneez,1949,140 min,"Drama, History",6.2,5,Krishna Kumar,Munawwar Sultana,Shyam,Urmila
Karwat,1949,,,,,Prakash,B.R. Chopra,Jeevan,Leela Mishra
Kasam,1949,,Drama,,,Nanabhai Bhatt,,,
Khamosh,1949,,Drama,,,Najam Naqvi,,,
Khush Rado,1949,,,,,Anwari,Master Bhagwan,Leela Gupte,Baburao Pahelwan
Ladli,1949,,"Drama, Family, Romance",,,Jagatrai Pesumal Advani,David Abraham,Anil Biswas,
Lahore,1949,,Drama,7.8,23,M.L. Anand,Nargis,Karan Dewan,Kuldip Kaur
Lekh,1949,,"Drama, Family",,,G. Rakesh,Motilal,Suraiya,Cuckoo
Maa Ka Pyaar,1949,,,,,Ram Daryani,Prem Adib,Sulochana Chatterjee,Jeevan
Mahal,1949,165 min,"Drama, Horror, Mystery",7.1,387,Kamal Amrohi,Ashok Kumar,Madhubala,M. Kumar
Main Abla Nahin Hoon,1949,,,,,Shantaram Athavale,,,
Manzoor,1949,,"Drama, Romance",,,Subodh Mitra,Asitbaran,Chhabi Biswas,Asita Bose
Matrubhoomi,1949,,,,,Ishwarlal,,,
Maya Bazaar,1949,,Fantasy,,,Datta Dharmadhikari,Durga Khote,Shahu Modak,Baby Shakuntala
Maya Mahal,1949,,,,,K. Talpade,Fearless Nadia,John Cawas,Dalpat
Mischief,1949,120 min,"Drama, Family",7.1,12,Abdul Rashid Kardar,Suraiya,Shyam,Sharda
Naach,1949,145 min,Romance,,,Ravindra Dave,Shyam Kumar,Suraiya,Wasti
Namoona,1949,,"Drama, Romance",7.1,16,Hira Singh,Kishore Sahu,Kamini Kaushal,Leela Chitnis
Naqli Baap,1949,,Action,,,Ahmed Ghazi,Mehrunissa,Dilawar,Shyama
Nar Narayan,1949,,,,,David Abraham,,,
Narasinha Awtar,1949,,Fantasy,,,Sohrab Modi,Shobhna Samarth,Niranjan Sharma,Mahipal
Neki Aur Badi,1949,,,,,Kidar Nath Sharma,Geeta Bali,Madhubala,
Nirdosh Abla,1949,,,,,Zubeida,,,
Nishan,1949,,Drama,5.2,6,S.S. Vasan,Bhanumati,J.S. Casshyap,R. Nagendra Rao
Paras,1949,,Drama,7,6,Anant Thakur,Kamini Kaushal,Madhubala,Amir Ali
Parda,1949,123 min,Drama,,,A.G. Surma,Rehana,Amar,S. Nazir
Parivartan,1949,,,,,N.R. Acharya,Raj Kapoor,,
Patanga,1949,143 min,"Comedy, Romance",6.4,26,Harnam Singh Rawail,Nigar Sultana,Shyam,Raj Mehra
Pyaar Ki Raat,1949,,,,,A.R. Zamindar,Master Bhagwan,Baburao Pahelwan,Leela Gupte
Raakhi,1949,,,,,Ulhas,,,
Raat Ki Rani,1949,,Drama,,,Om Prakash,Munawwar Sultana,Madan Puri,Chaman Puri
Raja Rani,1949,,Romance,,,Vijay Bhatt,,,
Ram Vivas,1949,,,,,Ulhas,,,
Rangila Rajasthan,1949,,,,,Bharat Bhushan,,,
Ravan,1949,,Drama,,,Shanti Kumar,,,
Ret Mahal,1949,,Drama,,,B.N. Chowhan,Altaf,Khurshid Jr.,Sudha Rao
Rimjhim,1949,144 min,,,,Ramesh Gupta,Sushil Sahu,Ramola,
Roomal,1949,,,,,Ramchandra Thakur,Nargis,Rehman,Paidi Jairaj
Roop Basant,1949,,Fantasy,,,Amulakh Desai,Amirbai Karnataki,Prakash,Rafiq
Roop Lekha,1949,,"Comedy, Musical",,,Mohammed Hussain,Master Bhagwan,Sudha,Shyama
Samapti,1949,,,,,Amar Mullick,Maya Bose,Bharati Devi,Hiralal
Sant Janabai,1949,,,,,Govind B. Ghanekar,Hansa Wadkar,,
Sati Ahilya,1949,,Fantasy,,,Vasant Painter,Kamala Kotnis,D.K. Sapru,Ulhas
Sawan Aya Re,1949,,,,,Kishore Sahu,Kishore Sahu,David Abraham,Mohna
Sawan Bhadon,1949,,,,,Kishore Sahu,Om Prakash,,
Shabnam,1949,154 min,"Drama, Family, Romance",6.6,32,Bibhuti Mitra,Dilip Kumar,Shyama,Cuckoo
Shair,1949,138 min,Romance,7.1,21,Chawla,Suraiya,Dev Anand,Kamini Kaushal
Shaukeen,1949,,,,,Nanabhai Bhatt,Master Bhagwan,Chand,Kanta
Shayar,1949,,Drama,,,Chawla,Kamini Kaushal,Suraiya,
Singaar,1949,,"Drama, Family",6.8,9,J.K. Nanda,Paidi Jairaj,Suraiya,Madhubala
Sipahiya,1949,,,,,Aspi Irani,Madhubala,Lala Yaqoob,Altaf
Sunehre Din,1949,143 min,Drama,6.6,30,Satish Nigam,Raj Kapoor,Rehana,Roopkamal
Udhaar,1949,,Drama,8.9,9,S.S. Kulkarni,Dev Anand,Bharat Bhushan,Nirupa Roy
Usha Haran,1949,,Fantasy,,,Shanti Kumar,Ratnamala,Arun,Indurani
Veer Ghatotkach,1949,,"Action, Adventure, Drama",4.9,9,Nanabhai Bhatt,Amarnath,Shree Bhagwan,Sona Chatterjee
Vikram Shashikala,1949,,,,,Monica Desai,Master Vithal,,
Your Country,1949,,,5.4,5,Shantaram Rajaram Vankudre,Pushpa Hans,Umesh Sharma,Manmohan Krishna
Zevaraat,1949,,,,,Habib Sarhadi,Jayant,Masood,Shanta Pawar
11 O'Clock,1948,,,,,Homi Wadia,Aftab,Sayani Atish,Austin Ki Bachchi
Aag,1948,138 min,"Musical, Romance",7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
Aaj Ka Farhad,1948,,,,,Balwant Joshi,Zohra,,
Aaj Ki Raat,1948,,,,,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
Aandhi,1948,,Drama,,,T.R. Sundaram,,,
Aap Beeti,1948,,Drama,,,Kumar,Agha,Ajit,Khurshid Begum
Abidah,1948,,,,,Nazir,Noor Jehan,M. Kumar,Swarnalata
Actress,1948,,,6.2,5,Najam Naqvi,David Abraham,Rehana,
Adalat,1948,,,,,Vasant Joglekar,Baburao Pendharkar,Shalini,Salvi
Ajit,1948,133 min,,,,Mohan Dayaram Bhavnani,Monica Desai,Yashodra Katju,Prem Nath
Amar Prem,1948,,Drama,8,39,N.M. Kelkar,Madhav Kale,Raj Kapoor,Madhubala
Anjangarh,1948,126 min,Drama,,,Bimal Roy,Sunanda Banerjee,Raja Ganguli,Hiralal
Anjuman,1948,,,,,Akhtar Hussein,Paidi Jairaj,Durga Khote,Nargis
Anokha Pyar,1948,,Romance,6.9,44,M.I. Dharamsey,Dilip Kumar,Nargis,Nalini Jaywant
Anokhi Ada,1948,141 min,"Drama, Musical, Romance",6.4,26,Mehboob Khan,Naseem Banu,Surendra,Prem Adib
Asha,1948,,,,,Meghani,Tiwari,,
Azad Hindustan,1948,,,,,Anwari,,,
Azadi Ki Raah Par,1948,,,,,Lalit Chandra Mehta,Prithviraj Kapoor,Vanamala,Paidi Jairaj
Bahadur Jeevan,1948,,,,,Harish,Ajit,Eddie Billimoria,Latika
Banjarey,1948,,,,,Hiren Bose,,,
Banwasi,1948,,,,,Kumar Chandrasekhar,Gulab,Mahipal,
Barsat Ki Ek Raat,1948,,,,,Amarnath,Begum Parveen,Asha Posley,Pran
Bhakta Bilwamangal,1948,,,,,Shanti Kumar,Sashi Kapoor,,
Bhakta Gopalbhaiya,1948,,,,,Shanti Kumar,Sashi Kapoor,,
Bhaneli Vahu,1948,,,,,Homi Master,,,
Bichchade Balam,1948,,,,,Manibhai Vyas,Khurshid Jr.,Anjum,Meena Kumari
Birhan,1948,,,,,Cuckoo,Shanti Modak,Begum Parveen,Pran
Chand Sitare,1948,,,,,I.C. Kapoor,Anita,Rajan Haksar,Jeevan
Chanda Ki Chandni,1948,,,,,Dwarka Khosla,Ajit,Monica Desai,Tiwari
Chandra,1948,207 min,Drama,6.9,39,S.S. Vasan,Rajkumari,M.K. Radha,Ranjan
Chunaria,1948,,Drama,,,Ravindra Dave,Manorama,Wasti,Randhir
Desh Seva,1948,,Action,,,Nanubhai Vakil,Ansari,Anwari,Suraiya Chowdhary
Dhanwale,1948,,,,,Ramanlal Desai,Ramesh Vyas,Veena Kohli,Ramlal Gosh
Dhanyawad,1948,,Drama,,,Gajanan Jagirdar,Agha,Gajanan Jagirdar,Vikram Kapoor
Didi,1948,,"Drama, Musical",,,Mukund Masurekar,Ranjana,Shobha Rani,Ghanshyam
Diler Detective,1948,,Action,,,Mohammed Hussain,M.H. Douglas,Rajkumari,Arvind Kumar
Do Kaliyan,1948,,,6.9,8,Raja Paranjpe,Badriprasad,Baby Bhate,Gopal Bokre
Dukhiyari,1948,,,,,D.K. Ratan,Surendra,Trilok Kapoor,Meena Shorey
Duniyadari,1948,,,,,Satyapal,Sophia,Ghori,
Ek Aurat,1948,,,,,S.D. Narang,Hiralal,,
Gajre,1948,,"Drama, Romance",,,R.D. Mathur,Motilal,Suraiya,Geeta Nizami
Ghar Ki Izzat,1948,136 min,"Drama, Family",5.7,24,Ram Daryani,Mumtaz Shanti,Jeevan,Gope
Gopinath,1948,155 min,Drama,7.4,38,Mahesh Kaul,Latika,Raj Kapoor,Tripti Mitra
Grahasti,1948,,"Drama, Family",,,S.M. Yusuf,Sulochana Chatterjee,Faizi,Kuldip Kaur
Gumrah,1948,,,,,,,,
Gunjan,1948,,,,,V.C. Desai,David Abraham,Nalini Jaywant,Trilok Kapoor
Heer Ranjha,1948,,,,,Mumtaz Shanti,Shreenath,Ghulam Mohammed,Gulab
Hua Savera,1948,,Drama,,,Kulbhushan Agarwal,D.K. Sapru,Nayantara,Premkant
Hum Bhi Insaan Hain,1948,,Drama,7.1,16,Phani Majumdar,Dev Anand,Ramola,Amir Banu
Jadni Bansari,1948,,,,,Agha,,,
Jadui Chitra,1948,,,,,Bhim,,,
Jai Hanuman,1948,,Musical,7.4,10,Ramchandra Thakur,Nirupa Roy,P. Kailash,Ram Kumar
Jalan,1948,,,,,Master Bhagwan,Master Bhagwan,,
Jalsa,1948,,Drama,,,Kamlakar,Geeta Bali,Ramesh Aurora,Tara
Jharna,1948,,,,,Protima Dasgupta,Begum Para,,
Jhoothi Kasmein,1948,,,,,Harnam Singh Rawail,,,
Kajal,1948,,,,,M. Sadiq,Suraiya,Jayant,Amir Banu
Kalpana,1948,122 min,Musical,6.7,39,Uday Shankar,Lakshmi Kanta,Usha Kiran,Lalitha
Khidki,1948,,Comedy,,,P.L. Santoshi,Rehana,V.H. Desai,Leela Mishra
Kiski Jeet,1948,,,,,Safdar Mirza,Pushpa,Maqbool,Indu Kulkarni
Lagan Na Umedvar,1948,,,,,Homi Master,,,
Lal Dupatta,1948,,"Drama, Romance",,,K.B. Lall,Madhubala,D.K. Sapru,Ranjit Kumari
Lalach,1948,,,,,Master Bhagwan,Master Bhagwan,Leela Gupte,Usha Shukla
Majboor,1948,,"Drama, Romance",,,Nazir Ajmeri,Indurani,Shyam Sohan,Munawwar Sultana
Majboor,1948,,"Drama, Family",,,Arvind Sen,Nalini Jaywant,Kishore Kumar,Sajjan
