Movie,Years,Duration,Genre,Rating,Unnamed: 5,Actor_1,Actor_2,Actor_3,Actor_4
Love at Times Square,2003,120 min,"Drama, Romance",3.8,205,Dev Anand,Dev Anand,Heenee Kaushik,Shoib Khan
Main Prem Ki Diwani Hoon,2003,197 min,"Comedy, Drama, Musical",4,"4,401",Sooraj R. Barjatya,Hrithik Roshan,Kareena Kapoor,Abhishek Bachchan
Maqbool,2003,132 min,"Crime, Drama, Thriller",8.1,"10,024",Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur
Market,2003,160 min,"Drama, Musical",3.5,132,Jayprakkash Shaw,Manisha Koirala,Suman Ranganath,Aryan Vaid
Matrubhoomi: A Nation Without Women,2003,99 min,Drama,7.7,"2,042",Manish Jha,Tulip Joshi,Sudhir Pandey,Sushant Singh
Maut Ke Peeche Maut,2003,95 min,Horror,4.2,6,Kishan Shah,Hemant Birje,Brij Gopal,K.K. Goswami
Meri Ganga Ki Saugandh,2003,110 min,Action,5.6,7,Kanti Shah,Shakti Kapoor,Amit Pachori,Sapna Sappu
Mudda: The Issue,2003,155 min,Drama,3.9,29,Saurabh Shukla,Prashant Narayanan,Rekha Vedavyasa,Aditya Srivastav
Mumbai Matinee,2003,125 min,"Romance, Comedy",5.2,268,Anant Balani,Rahul Bose,Perizaad Zorabian,Vijay Raaz
Mumbai Se Aaya Mera Dost,2003,146 min,"Action, Comedy, Drama",3.3,548,Apoorva Lakhia,Abhishek Bachchan,Lara Dutta,Chunky Panday
Munna Bhai M.B.B.S.,2003,156 min,"Comedy, Drama",8.1,"75,813",Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Gracy Singh
Naata,2003,45 min,Documentary,5.3,,Anjali Monteiro,Bhau Korde,,
Nayee Padosan,2003,136 min,Comedy,5.4,374,B.H. Tharun Kumar,Vikas Kalantri,Anuj Sawhney,Aslam Khan
Nee Engey,2003,153 min,Documentary,1.8,,R.V. Ramani,,,
Neelambari,2003,154 min,Drama,7.4,15,S.J. Suryah,Shankanada Aravind,Devraj,Charu Haasan
Oops!,2003,109 min,"Comedy, Drama",3.5,93,Deepak Tijori,Kiran Janjani,Vikas Sethi,Adyasha
Out of Control,2003,124 min,"Comedy, Drama, Romance",3.3,241,Apurva Asrani,Ramanjit Juneja,Riteish Deshmukh,Brande Roderick
Paanch,2003,130 min,"Crime, Thriller",7.7,"2,200",Anurag Kashyap,Kay Kay Menon,Aditya Srivastav,Joy Fernandes
Paap,2003,120 min,"Action, Drama, Romance",5.1,806,Pooja Bhatt,John Abraham,Udita Goswami,Mohan Agashe
Parasuram,2003,142 min,"Action, Drama",4.3,46,Arjun Sarja,Abbas,Rahul Dev,Kiran
Parwana,2003,112 min,"Action, Drama, Romance",2.2,284,Deepak Bahry,Ajay Devgn,Ameesha Patel,Pooja Batra
Patth,2003,157 min,Drama,4.6,29,Shivram Yadav,Sharad S. Kapoor,Payal Rohatgi,Hyder Kazmi
Pinjar,2003,188 min,Drama,8,"2,633",Chandra Prakash Dwivedi,Urmila Matondkar,Manoj Bajpayee,Sanjay Suri
Prachin Kama Sutra,2003,96 min,Thriller,6.8,,Suresh Jain,Hemant Birje,Rimpal,Bhatnagar
Pran Jaaye Par Shaan Na Jaaye,2003,137 min,"Comedy, Drama",6.2,324,Sanjay Jha,Raveena Tandon,Namrata Shirodkar,Rinke Khanna
Prem Vasna,2003,113 min,"Drama, Romance, Thriller",9.6,,S. Prasad,Birbal,Anil Dhawan,Reena Kapoor
Pudhiya Geethai,2003,140 min,"Action, Drama, Romance",4.7,"1,229",Jagan,Joseph Vijay,Meera Jasmine,Ameesha Patel
Pyaar Kiya Nahin Jaata..,2003,77 min,"Drama, Romance",6.1,14,Mahesh Manjrekar,Usha Bachani,Sonali Bendre,Nikhil Chinappa
Pyaasa Haiwan,2003,106 min,Horror,5.3,30,Kanti Shah,Sapna Sappu,Kanti Shah,Randhir Singh
Qayamat: City Under Threat,2003,180 min,"Action, Drama, Romance",4.7,"2,202",Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor
Raghu Romeo,2003,100 min,"Comedy, Crime",6.9,651,Rajat Kapoor,Vijay Raaz,Maria Goretti,Sadiya Siddiqui
Raja Bhaiya,2003,127 min,"Comedy, Drama",3.7,211,Raman Kumar,Sadashiv Amrapurkar,Rakesh Bedi,Kajal Chakraborty
Ramba O Ramba,2003,68 min,Thriller,3.3,,Shakeela,,,
Rangeen Shaam,2003,61 min,Thriller,7.9,,Bhaboos,Bhaboos,Lekha Pande,
Road to Ladakh,2003,50 min,Drama,6.1,268,Ashvin Kumar,Deepak,Rimpoche Dorje,Thuptan Gelek
Saaya,2003,135 min,"Drama, Fantasy, Mystery",5.8,913,Anurag Basu,John Abraham,Tara Sharma,Mahima Chaudhry
Sabse Badi Ganga Ki Saugandh,2003,114 min,Action,2.9,7,K.I. Sheikh,Hemant Birje,Dharmendra,Gautam
Samay: When Time Strikes,2003,136 min,"Crime, Mystery, Thriller",6.9,"1,830",Robbie Grewal,Sushmita Sen,Lucy Bartholomew,Tushar Dalvi
Satta,2003,153 min,"Crime, Drama",6.8,544,Madhur Bhandarkar,Raveena Tandon,Atul Kulkarni,Shri Vallabh Vyas
Shamshan Ghat,2003,109 min,Horror,3.3,,Shammi Khan,Tina Joshi,Ali Khan,Shah Gayaz Khan
Shiva Ka Insaaf,2003,124 min,Action,1.3,,Ramesh U. Lakhiani,Rajesh Bakshi,Dharmendra,Mohan Joshi
Sssshhh...,2003,163 min,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea,Karann Nathh
Stumped,2003,121 min,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan
Sundar Nagri,2003,78 min,Documentary,9.6,,Rahul Roy,,,
Supari,2003,142 min,"Action, Crime, Drama",4.3,136,Padam Kumar,Nandita Das,Uday Chopra,Rahul Dev
Swarg Aashram,2003,103 min,Thriller,2.4,,Subodh Govil,Ajay,Sonu Chaudhary,Rekha Gautam
Tada,2003,154 min,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun
Taj Mahal: A Monument of Love,2003,235 min,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla
Talaash: The Hunt Begins...,2003,153 min,"Action, Drama, Mystery",4.7,"1,411",Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor
Tehzeeb,2003,143 min,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal
The Hero: Love Story of a Spy,2003,160 min,"Action, Adventure, Drama",5.3,"2,133",Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
Tujhe Meri Kasam,2003,155 min,Romance,6.4,370,Vijay K. Bhaskar,Riteish Deshmukh,Genelia D'Souza,Shakti Kapoor
Winner,2003,145 min,"Action, Comedy, Drama",6.4,310,Sundar C.,Prashanth,Kiran Rathod,Vadivelu
Wrong Number,2003,121 min,"Mystery, Thriller",3.9,57,Jignesh V. Vaishnav,Parvin Dabas,Yash Tonk,Richa Pallod
Xcuse Me,2003,152 min,Comedy,5.7,798,N. Chandra,Sharman Joshi,Sahil Khan,Anil Chaudhary
Yeh Dil,2003,147 min,"Drama, Romance",3.9,200,Teja,Tusshar Kapoor,Anita Hassanandani Reddy,Chetana Das
Yeh Hai Chakkad Bakkad Bumbe Bo,2003,90 min,Adventure,6.6,9,Sridhar Rangayan,Tom Alter,Mona Ambegaonkar,Aardra Athalye
Zameen,2003,154 min,"Action, Adventure, Thriller",5.3,"1,468",Rohit Shetty,Ajay Devgn,Abhishek Bachchan,Bipasha Basu
16-Dec,2002,158 min,"Action, Thriller",6.9,"1,235",Mani Shankar,Milind Soman,Danny Denzongpa,Gulshan Grover
23rd March 1931: Shaheed,2002,188 min,"Biography, Drama, History",5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh
Aankhen,2002,165 min,"Crime, Drama, Thriller",7.4,"12,574",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
Aap Mujhe Achche Lagne Lage,2002,180 min,"Action, Drama, Romance",3.1,"2,366",Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
Agnivarsha: The Fire and the Rain,2002,126 min,"Drama, Fantasy, Romance",4.6,361,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon
Akhiyon Se Goli Maare,2002,146 min,"Comedy, Romance",5.1,881,Harmesh Malhotra,Govinda,Raveena Tandon,Kader Khan
Ansh: The Deadly Part,2002,180 min,"Crime, Drama, Thriller",6.3,51,Rajan Johri,Om Puri,Ashutosh Rana,Abbas
Awara Paagal Deewana,2002,158 min,"Action, Comedy, Crime",6.2,"7,775",Vikram Bhatt,Akshay Kumar,Sunil Shetty,Aftab Shivdasani
Badhaai Ho Badhaai,2002,155 min,"Comedy, Drama, Musical",4.5,673,Satish Kaushik,Anil Kapoor,Rana Jung Bahadur,Anang Desai
Bharat Bhagya Vidhata,2002,160 min,"Action, Adventure, Thriller",5.7,13,Ashok Tyagi,Chandrachur Singh,Flora Saini,Shatrughan Sinha
Border Kashmir,2002,107 min,Action,2.9,7,Teerat Singh,Dharmendra,Dinesh Hingoo,Anjali Kholapure
Chaalbaaz Haseena,2002,93 min,Thriller,1.2,,Meenukumar,Salomi,Shakeela,Vetri
Chalo Ishq Ladaaye,2002,140 min,"Action, Comedy, Romance",4.4,522,Aziz Sejawal,Govinda,Kader Khan,Rani Mukerji
Chandu,2002,136 min,Romance,6.9,70,P.A. Arun Prasad,Sudeep,Sonia Agarwal,Srinath
Chor Machaaye Shor,2002,145 min,"Action, Comedy, Crime",4.2,"1,124",David Dhawan,Bobby Deol,Om Puri,Paresh Rawal
Company,2002,142 min,"Action, Crime, Drama",7.9,"14,795",Ram Gopal Varma,Ajay Devgn,Mohanlal,Manisha Koirala
Darwaza,2002,84 min,Horror,4.3,50,Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori
Deewangee,2002,169 min,"Crime, Drama, Mystery",6.6,"2,620",Anees Bazmee,Ajay Devgn,Akshaye Khanna,Urmila Matondkar
Desh,2002,130 min,Drama,4.9,50,Raja Sen,Jaya Bachchan,Sabyasachi Chakrabarty,Subhendu Chatterjee
Desh Devi,2002,150 min,Drama,4.5,,Milind Ukey,Rekha Rao,Jaya Seal,Raj Singh Verma
Devdas,2002,185 min,"Drama, Musical, Romance",7.6,"39,573",Sanjay Leela Bhansali,Shah Rukh Khan,Aishwarya Rai Bachchan,Madhuri Dixit
Devi Ahilya Bai,2002,146 min,"Biography, Drama, History",6.6,17,Jayoo,Natiker,Sadashiv Amrapurkar,Shabana Azmi
Dhumm,2002,139 min,"Action, Drama, Family",6.9,58,M.S. Ramesh,Sudeep,Rakshitha,Srinath
Dil Hai Tumhaara,2002,185 min,"Drama, Romance",5.3,"1,720",Kundan Shah,Arjun Rampal,Preity Zinta,Mahima Chaudhry
Dil Vil Pyar Vyar,2002,150 min,"Drama, Musical, Romance",5.3,454,Ananth Narayan Mahadevan,Madhavan,Jimmy Sheirgill,Sanjay Suri
Divya Drishti,2002,120 min,Drama,5.6,,Sidharth Srinivasan,Prasad Athalye,Dibyendu Bhattacharya,Veerendra Chauhan
Duplicate Sholay,2002,147 min,Comedy,6.5,50,Kanti Shah,Sapna Sappu,Amit Pachori,Dimple
Durga,2002,116 min,Drama,4.6,17,J.D. Chakravarthi,J.D. Chakravarthi,Snehal Dabi,Jayaprakash
Durga Maiya,2002,116 min,Action,5.6,,Devayani,Rami Reddy,Roja,
Ek Chhotisi Love Story,2002,122 min,Drama,2.9,554,Shashilal K. Nair,Saroj Bhargava,Manisha Koirala,Jesse Randhawa
Encounter: The Killing,2002,150 min,"Crime, Drama",6.1,147,Ajay Phansekar,Naseeruddin Shah,Dilip Prabhavalkar,Tara Deshpande
Filhaal...,2002,151 min,"Drama, Romance",5.5,243,Meghna Gulzar,Tabu,Sushmita Sen,Sanjay Suri
Garam Hoth,2002,89 min,Thriller,9.8,,Bhavani,Arun Mathur,Anil Nagrath,Rohit Raj
Garibon Ka Daata,2002,118 min,Thriller,6.0,,Kishan Shah,Satnam Kaur,Anil Nagrath,Amit Pachori
Gautam Govinda,2002,119 min,Action,2.7,11,Gautam Verma,Ishrat Ali,Mithun Chakraborty,Pinky Chinoy
Gemini,2002,150 min,"Action, Comedy, Crime",6.1,910,Saran,Vikram,Kiran Rathod,Kalabhavan Mani
Gunaah,2002,135 min,"Crime, Drama, Thriller",3.3,356,Amol Shetge,Bipasha Basu,Dino Morea,Ashutosh Rana
Haan Maine Bhi Pyaar Kiya,2002,174 min,"Drama, Musical, Romance",3.7,"1,277",Dharmesh Darshan,Akshay Kumar,Karisma Kapoor,Abhishek Bachchan
Haathi Ka Anda,2002,75 min,Adventure,6.2,11,Arun Khopkar,Tushar Dalvi,Parzaan Dastur,Amin Gazi
Hathyar: Face to Face with Reality,2002,140 min,"Action, Crime, Drama",5.6,625,Mahesh Manjrekar,Sanjay Dutt,Shilpa Shetty Kundra,Sharad S. Kapoor
Hawas Ki Diwani,2002,53 min,Thriller,6.5,,,,,
Hindustani Sipahi,2002,128 min,Action,5.3,7,Pasanta Bal,Victor Banerjee,Sabyasachi Chakrabarty,Mithun Chakraborty
Hum Kisi Se Kum Nahin,2002,161 min,"Action, Comedy, Drama",4.4,"1,351",David Dhawan,Amitabh Bachchan,Sanjay Dutt,Asad Aleem
Hum Pyar Tumhi Se Kar Baithe,2002,138 min,"Musical, Romance",5.7,46,Mohan Singh Rathor,Jugal Hansraj,Tina Rana,Sachin Khedekar
Hum Tumhare Hain Sanam,2002,174 min,"Drama, Romance",5.4,"6,610",K.S. Adiyaman,Shah Rukh Khan,Madhuri Dixit,Salman Khan
Humraaz,2002,173 min,"Action, Musical, Romance",6.4,"3,207",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Akshaye Khanna
Husn Aur Talwar,2002,105 min,Thriller,4.5,,Sunny Kapoor,Ali Khan,Anil Nagrath,Sapna Sappu
Jaani Dushman: Ek Anokhi Kahani,2002,170 min,"Action, Fantasy, Thriller",2.8,"3,240",Rajkumar Kohli,Sunny Deol,Arman Kohli,Manisha Koirala
Jalwe Hi Jalwe,2002,83 min,Thriller,2.1,,,,,
Jeena Sirf Merre Liye,2002,137 min,"Comedy, Romance",4.4,728,Talat Jani,Kareena Kapoor,Tusshar Kapoor,Mallika Sherawat
Jeene Nahin Doongi,2002,145 min,Action,3.4,,Ramesh U. Lakhiani,Ishrat Ali,Pinky Chinoy,Pooja Dadwal
Kaaboo,2002,135 min,Action,6.5,29,Vicky Ranawat,Rajat Bedi,Sudesh Berry,Abhay Bhargava
Kaante,2002,150 min,"Action, Crime, Drama",6.5,"4,738",Sanjay Gupta,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
Kali Salwaar,2002,112 min,Drama,6.2,95,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri
Karz: The Burden of Truth,2002,173 min,"Action, Crime, Drama",3.9,390,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
Kehtaa Hai Dil Baar Baar,2002,119 min,"Comedy, Drama, Romance",4.7,182,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
King,2002,157 min,Action,6.1,91,Nassar,Sneha,Vikram,
Kitne Door... Kitne Paas,2002,146 min,"Comedy, Romance",4.5,299,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah
Koi Mere Dil Se Poochhe,2002,165 min,"Musical, Romance, Thriller",3.5,270,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor
Kranti,2002,142 min,"Action, Drama",3.8,394,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel
Kuch Tum Kaho Kuch Hum Kahein,2002,171 min,"Action, Drama, Romance",5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
Kya Yehi Pyaar Hai,2002,145 min,"Drama, Romance",3.9,441,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
Lal Salaam,2002,131 min,"Musical, Action, Drama",6.7,88,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
Let's Be Friends!,2002,149 min,"Comedy, Drama, Family",5.1,"5,207",Kunal Kohli,Hrithik Roshan,Kareena Kapoor,Rani Mukerji
Maa Tujhhe Salaam,2002,162 min,"Action, Drama",3.5,"1,145",Tinnu Verma,Sunny Deol,Tabu,Arbaaz Khan
Maine Dil Tujhko Diya,2002,154 min,"Action, Romance",3.7,"1,125",Sohail Khan,Sohail Khan,Sameera Reddy,Sanjay Dutt
Mantra Shakti,2002,103 min,Horror,9.9,,Aishwarya,Shweta Menon,Siddique,
Marshal,2002,109 min,Action,5.4,17,Manish R. Khandelwal,Ishrat Ali,Liyaqat Bari,Mithun Chakraborty
Maseeha,2002,117 min,"Action, Crime, Drama",4.1,74,Partho Ghosh,Sunil Shetty,Namrata Shirodkar,Inder Kumar
Mawali No.1,2002,115 min,Action,3.5,8,Leela Prasad,Sadashiv Amrapurkar,Mithun Chakraborty,Indraja
Mere Yaar Ki Shaadi Hai,2002,158 min,"Comedy, Drama, Romance",5.3,"2,102",Sanjay Gadhvi,Uday Chopra,Jimmy Sheirgill,Bipasha Basu
Mitr: My Friend,2002,104 min,Drama,6.8,245,Revathi,Shobana,Nassar Abdulla,Preeti Vissa
Na Tum Jaano Na Hum,2002,158 min,"Comedy, Drama, Musical",5,"2,756",Arjun Sablok,Saif Ali Khan,Hrithik Roshan,Esha Deol
Nadaan Titliyaan,2002,81 min,Thriller,8.9,,Shakeela,,,
Nasheela Shabaab,2002,65 min,Thriller,5.7,,Shakeela,Sindhu,,
Octave,2002,118 min,Drama,5.1,8,Shaji N. Karun,Rajit Kapoor,Archana,Geshe Thupten-Phelgyei
Om Jai Jagadish,2002,172 min,"Drama, Musical",5.5,"1,911",Anupam Kher,Waheeda Rehman,Anil Kapoor,Fardeen Khan
Pitaah,2002,126 min,"Action, Drama",6.3,693,Mahesh Manjrekar,Sanjay Dutt,Nandita Das,Sachin Khedekar
Prem Chakori,2002,82 min,Thriller,5.7,,Roshini,Shakeela,Sharmily,
Prem Tapasya,2002,105 min,Thriller,1.4,,Sunny Kapoor,Chandni Gupta,Shabnam Raza,Sapna Sappu
Pyaar Diwana Hota Hai,2002,148 min,"Comedy, Drama, Romance",3.9,335,Rani Mukerji,Govinda,Om Puri,Laxmikant Berde
Pyaasa,2002,137 min,"Drama, Romance",3.3,96,Anil Mattoo,A. Muthu,Aftab Shivdasani,Zulfi Sayed
Raaz,2002,151 min,"Drama, Horror, Musical",6.5,"3,085",Vikram Bhatt,Dino Morea,Bipasha Basu,Malini Sharma
Reshma Aur Sultaan,2002,82 min,Action,4.9,10,S. Kumar,Hemant Birje,Dharmendra,Shakti Kapoor
Return Of Gadar - Ek Desh Premi,2002,120 min,Action,2.6,,Kishan Shah,Duplicate Sunny Deol,Ramesh Goyal,Amit Kapoor
Road,2002,134 min,Thriller,5.6,"1,197",Rajat Mukherjee,Manoj Bajpayee,Vivek Oberoi,Antara Mali
Saathiya,2002,138 min,"Drama, Family, Romance",6.8,"6,734",Shaad Ali,Vivek Oberoi,Rani Mukerji,Shah Rukh Khan
Sainika,2002,150 min,"Action, Drama",6.7,18,K. Mahesh Sukhadhare,Doddanna,Nataraj Enigi,Raj Gupta
Sangam Shastra,2002,68 min,Thriller,9.1,,Jay Prakash,Dhansuraj,Jayaprakash,
Santosham,2002,150 min,"Drama, Romance",7.1,545,Dasaradh,Dasharth,Nagarjuna Akkineni,Shriya Saran
Sati Sukanya,2002,118 min,Drama,5.4,,Boban Alumoodan,Lakshmi Gopalaswamy,Narendra Prasad,
Sha Na Na,2002,53 min,"Music, Romance",6.6,,Neha Dhupia,Palash Sen,,
Shaheed-E-Azam,2002,173 min,"Biography, Drama, History",6.8,27,Sukumar Nair,Sonu Sood,Manav Vij,Binnu Dhillon
Shaitan Mantrik,2002,89 min,Horror,7.7,,Shiv Kumar,Anjali,Bharat,Hemant
Shakthi: The Power,2002,170 min,"Action, Drama",6,"4,669",Krishna Vamsi,Karisma Kapoor,Nana Patekar,Sanjay Kapoor
Shararat,2002,155 min,"Comedy, Drama, Romance",4.6,448,Gurudev Bhalla,Abhishek Bachchan,Hrishitaa Bhatt,Amrish Puri
Simhadriya Simha,2002,157 min,"Action, Drama",8.5,66,S. Narayan,Vishnuvardhan,Meena,Bhanupriya
Soch,2002,145 min,"Drama, Mystery, Thriller",4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar
Sur,2002,136 min,"Drama, Musical, Romance",6.4,475,Tanuja Chandra,Lucky Ali,Simone Singh,Achint Kaur
Tarzan's Daughter,2002,99 min,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
Tera Tota Meri Maina,2002,97 min,Thriller,6.3,,Badal Kumar,Ali Khan,Yogendra Konkar,Anil Nagrath
Thamizhan,2002,162 min,"Action, Drama",5.7,"1,633",A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
The Great Supremo,2002,124 min,Action,9.1,,Mammootty,,,
The Legend of Bhagat Singh,2002,155 min,"Action, Biography, Drama",8.1,"15,250",Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
The Men in the Tree,2002,98 min,Documentary,1.2,,Lalit Vachani,,,
The Web of the Witch,2002,90 min,"Comedy, Family, Fantasy",7.4,"1,789",Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande
Tum Se Achcha Kaun Hai,2002,150 min,"Drama, Musical, Romance",4.6,200,Deepak Anand,Nakul Kapoor,Aarti Chhabria,Kim Sharma
Tumko Na Bhool Paayenge,2002,160 min,"Action, Romance, Thriller",5.6,"2,787",Pankaj Parashar,Pankaj Dheer,Arbaaz Khan,Salman Khan
Waah! Tera Kya Kehna,2002,100 min,"Action, Comedy, Crime",3.7,257,Manoj Agrawal,Govinda,Raveena Tandon,Preeti Jhangiani
War and Peace,2002,148 min,"Documentary, War",8,129,Anand Patwardhan,Anand Patwardhan,,
Yeh Dil Aashiqanaa,2002,152 min,"Action, Romance",4.3,273,Kuku Kohli,Karann Nathh,Jividha Sharma,Aruna Irani
Yeh Hai Jalwa,2002,165 min,"Comedy, Drama, Romance",4.7,"2,443",David Dhawan,Rishi Kapoor,Salman Khan,Ameesha Patel
Yeh Kaisi Mohabbat,2002,160 min,"Musical, Drama, Romance",3.8,32,Dinkar Kapur,Krishna Abhishek,Viveka Babajee,Sheeba Bhakri
Zindagi Aur Maut,2002,119 min,Action,1.4,,Ramesh U. Lakhiani,Arun Mathur,Anil Nagrath,Amit Pachori
Zindagi Khoobsoorat Hai,2002,126 min,"Drama, Family",5.5,51,Kajal Naskar,Manoj Punj,Gurdas Maan,Tabu
Aag Ke Sholay,2001,139 min,Action,4.6,,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
Aage Maut Peeche Maut,2001,78 min,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
Aalavandhan,2001,177 min,"Action, Thriller",7.2,"2,192",Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aamdani Atthanni Kharcha Rupaiya,2001,150 min,"Comedy, Drama, Family",4.8,"1,238",K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aashiq,2001,160 min,"Action, Drama, Romance",3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
Adhipathi,2001,151 min,"Action, Drama",5.4,533,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu
Afsana Dilwalon Ka,2001,195 min,"Drama, Romance",3.6,"1,025",J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
Ajnabee,2001,165 min,"Action, Crime, Drama",6.4,"8,164",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Bobby Deol
Aks,2001,184 min,"Action, Crime, Horror",5.8,"1,627",Rakeysh Omprakash Mehra,Amitabh Bachchan,Raveena Tandon,Manoj Bajpayee
Albela,2001,145 min,"Comedy, Drama, Romance",3.7,737,Deepak Sareen,Govinda,Aishwarya Rai Bachchan,Jackie Shroff
American Desi,2001,100 min,"Comedy, Drama, Romance",6.6,"1,585",Piyush Dinker Pandya,Deep Katdare,Ronobir Lahiri,Purva Bedi
Amma Nagamma,2001,110 min,"Drama, Fantasy, Thriller",5.6,7,C.H. Balaji Singh Babu,Dhamini,Kumar Govind,Prema
Apna Bana Ke Dekho,2001,152 min,Drama,5.9,16,K. Subhash,Prabhu Deva,Kirti Reddy,
Arjun Devaa,2001,133 min,"Action, Crime, Musical",3.6,21,Imran Khan,Mithun Chakraborty,Puru Rajkumar,Rutika Singh
Ashoka the Great,2001,180 min,"Action, Biography, Drama",6.5,"13,502",Santosh Sivan,Shah Rukh Khan,Kareena Kapoor,Danny Denzongpa
Ayurveda: Art of Being,2001,102 min,Documentary,7.6,432,Pan Nalin,Nicolos Kostopoulos,Vaidya Narayan Murthy,Brahmanand Swamigal
Baaja,2001,79 min,Family,6.1,10,Apurba Kishore Bir,Ram Awana,Saroj Bhagwar,Roni Bhatt
Bas Itna Sa Khwaab Hai...,2001,169 min,"Drama, Romance, Thriller",3.7,586,Goldie Behl,Rani Mukerji,Abhishek Bachchan,Sushmita Sen
Bengal Tiger,2001,121 min,"Action, Crime",5.3,29,Adarsh Jain,Sandeep Bedi,Mithun Chakraborty,Roshini Jaffery
Bhagawat Ek Jung,2001,113 min,Action,4.6,18,Deepak Pawar,Mithun Chakraborty,Manvi Goswami,Mohan Joshi
Bhago Boot,2001,81 min,Family,6.5,14,Sai Paranjape,Vinay Katore,Nedumudi Venu,
Bhairav,2001,133 min,Action,4.6,29,T.L.V. Prasad,Hemant Birje,Mithun Chakraborty,Jack Gaud
Bhalevadivi Basu,2001,156 min,"Family, Comedy",4.6,35,P.A. Arun Prasad,Nandamuri Balakrishna,Anjala Zaveri,Shilpa Shetty Kundra
Bholi Bhali Ladki,2001,121 min,"Drama, Thriller",7.1,,K. Shivram,Robin Ghai,Sanjeevani Gupta,Aman Sagar
Bhooka Sher,2001,109 min,Action,5,23,Hemant Birje,Dharmendra,Shakti Kapoor,Sikander Khan
Bindiya Mange Bandook,2001,115 min,Action,3.9,8,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi
Bond of Love,2001,174 min,"Drama, Family",5.1,"1,584",Suneel Darshan,Amitabh Bachchan,Rakhee Gulzar,Akshay Kumar
Boond,2001,137 min,"Action, Crime, Drama",4.2,10,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal
Bub (Father),2001,114 min,Drama,7.6,17,Jyoti Sarup,K.K. Raina,Kuber Sarup,Virendra Razdan
Censor,2001,165 min,Drama,3.5,122,Dev Anand,Dev Anand,Hema Malini,Shammi Kapoor
Chandni Bani Chudail,2001,77 min,"Drama, Horror",2.4,,R. Mittal,Vijay Solanki,Reena Kapoor,Nisha
Chandni Bar,2001,150 min,"Crime, Drama",7.6,"2,486",Madhur Bhandarkar,Tabu,Atul Kulkarni,Rajpal Yadav
Chhupa Rustam: A Musical Thriller,2001,127 min,"Drama, Musical, Romance",4.6,86,Aziz Sejawal,Sanjay Kapoor,Mamta Kulkarni,Manisha Koirala
